gameId,trialNum,repNum,tangram,playerId,role,numPlayers,text,total_num_words,total_num_chars,_id,index,stageIds,createdAt,target,targetNum,countCorrect,speaker,submitted,correct,response,time,condition,activePlayerCount
2928FF7GcrkeFiDkh,0,0,F,okkXLvTuqNbsZkBZ2,speaker,2,Sitting on the ground facing left,6,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,1,0,G,okkXLvTuqNbsZkBZ2,speaker,2,"Backwards ""C"" with arms top and bottom to the right",10,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,2,0,B,okkXLvTuqNbsZkBZ2,speaker,2,"kneeling on the ground, arms out, facing right, legs and arms are parallel with the ground",16,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,3,0,E,okkXLvTuqNbsZkBZ2,speaker,2,"sitting on the ground, facing right, rabbit ears on the head",11,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,4,0,L,okkXLvTuqNbsZkBZ2,speaker,2,"body looks like a backwards 'Z"" Arms to the right, legs to the left",14,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,5,0,H,okkXLvTuqNbsZkBZ2,speaker,2,"Sitting curled up Legs point to the right, can't see arms, not the first word I'd use I think it looks kinda like a candle, triangular",26,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,6,0,A,okkXLvTuqNbsZkBZ2,speaker,2,looks like kick at the end of Karate Kid,9,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,7,0,I,okkXLvTuqNbsZkBZ2,speaker,2,The one you just chose I think this looks like a figure skater,13,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,8,0,K,okkXLvTuqNbsZkBZ2,speaker,2,"kneeling, facing right Arms pointed right, legs behind pointing up",10,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,9,0,J,okkXLvTuqNbsZkBZ2,speaker,2,"Left side body is vertical line Arm to the right, leg to the right Arm extends further than the leg",20,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,10,0,C,okkXLvTuqNbsZkBZ2,speaker,2,Leaning way to the left Arms up like a Y,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,11,0,D,okkXLvTuqNbsZkBZ2,speaker,2,"Standing up, facing and pointing to the left Arm extends further than the leg",14,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,12,1,B,5L7PZWTLhnYMGQE8b,speaker,2,"this guy is kneeling, facing right with arms raised one of his arms looks like a triangle kinda disconnected from his body",22,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,13,1,L,5L7PZWTLhnYMGQE8b,speaker,2,okayy facing right with legs like a trapezoid facing left,10,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,14,1,C,5L7PZWTLhnYMGQE8b,speaker,2,"leaning way to the left, arms in a Y",9,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,15,1,F,5L7PZWTLhnYMGQE8b,speaker,2,"sitting facing left, can't see arms, legs are outstretched",9,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
2928FF7GcrkeFiDkh,16,1,J,5L7PZWTLhnYMGQE8b,speaker,2,looks like a candle with square shoulders,7,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rotate,NA
